aid,title,video_url,cover_url,publish_time,duration,category,description,tags,view,like,reply,favorite,share,coin,danmaku,hot_comments,bvid
113968282738463,谁能替元首写日记？【硬核狠人76】,https://www.bilibili.com/video/BV1EZNVegENC,http://i2.hdslb.com/bfs/archive/692b623b19e99803f37c7b637f224ccafe5bfec3.jpg,2025-02-09T11:00:00+08:00,36:18,人文历史,本篇为硬核狠人之库贾乌。  参考资料： 罗伯特·哈里森1996年出版《出售希特勒》 小爱德华·斯蒂尔斯2013年出版《骗局：希特勒日记、林肯刺杀者和其他》 皮克·冈瑟1992年出版《库贾乌案：伪造丑闻编年史》 布莱恩·英尼斯2005年出版《赝品与假货：历史上最大骗局的真实故事》 安德烈亚斯·施罗德1996年出版《诈骗、丑闻和伪造：世界上最令人发指的欺诈》 沃纳·马瑟2004年出版《关于希特勒和斯大林的伪造、虚构和真相》,人文历史档案馆; 知识; 二战; 历史; 犯罪; 德国; 人文; 造假; 世界史; 狠人; B站辩论季,5493758,295151,7940,51214,9041,132300,28419,正经人谁写日记呀[妙啊][福]; 不愧是可汗，现在还有53个人在看; 历史的真假谁还分的清; 这期讲的是你自己吧？@小约翰可汗; 这哥们放中国不得是顶级蜀粉啊[笑哭]什么蜀锦布雷顿森林体系跟他一比弱爆了。; 就是戈林，他曾说如果有任何一架敌机飞到鲁尔工业区，他就改名迈耶（一个犹太姓氏）; 现在不看了，留着明天下饭; 大家知道私人医生那本书是怎么回事了吧🤣; 封面好像迈耶(; 视频中名字缩写变成fh，极有可能是因为纳粹时期的德语还在使用苏特林字体，和现在通用的拉丁字母差别很大,BV1EZNVegENC
113882450367432,谁是抽象界的天赋选手？【奇葩小国52】,https://www.bilibili.com/video/BV1CgfHYQEda,http://i2.hdslb.com/bfs/archive/7de70883bfd473f09f313e8e327a3efca8ced7f0.jpg,2025-01-26T11:00:00+08:00,53:05,人文历史,本篇为奇葩小国之土库曼斯坦。,人文历史档案馆; 人文; 历史; 知识; 奇葩; 人物; 土库曼巴什; 世界史; 土库曼斯坦; 抽象,9420587,433604,18191,96786,24400,255748,73929,来回看了十几遍，这是我今年最爱的一期，搞搞抽象，岁月静好[滑稽]; 什么时候做一期东南亚神国 简朴寨; 这系列是年更吗😵; 将军:他说的都是我的词儿啊😰; @敏宜春; 好像啊[笑哭][笑哭][笑哭][笑哭]; 抽象吗？哪个国家的肉食者不向往？之所以没做是不能绝非不想[偷笑][偷笑][偷笑]; 这期真的好; 有好心人告诉我结尾剧终的bgm是什么吗; 其实他整那些活儿民间不一定执行的多么坚定，上有政策下有对策,BV1CgfHYQEda
113820223675788,“世界最坚固堡垒”有多难打？【神奇组织26】,https://www.bilibili.com/video/BV1imc2enEKU,http://i0.hdslb.com/bfs/archive/1ad9eaa19cc01efe59f95302acb36e584c94c968.jpg,2025-01-14T11:00:00+08:00,34:44,人文历史,本篇为神奇组织之杜奥蒙堡。,人文历史档案馆; 法国; 战争; 组织; 德国; 历史; 知识; 人文; 堡垒,7222556,383076,6741,74007,10280,160641,25591,霞飞一个鲁莽的决定，让法国人白白付出了10万人的伤亡。一战法军最著名的三位将军的福煦 贝当 霞飞里我觉得霞飞是最水的; 战争是男人的浪漫。谁中二时候还没做过打鬼子的梦。; 和平; 要是打输了，霞飞估计得上军事法庭了; 这高低也是个兵王[捂眼]; 弹幕永远怀念是什么梗吗？; 真正意义上的国际关系学科就是因为一战而诞生的，欧洲学者试图阻止下一次世界大战，但还是失败了。; 这期为啥播放量这么高，好像没什么印象了; 17:48好家伙，专打自己人啊。[笑哭]; ε=(´ο｀*)))唉，仇恨何时才能结束,BV1imc2enEKU
113770412120447,哪个坦克手能一挑十八？【小约翰】,https://www.bilibili.com/video/BV1pVrWY2EJK,http://i2.hdslb.com/bfs/archive/5d0d8ff4feb1948536225f457614a370b7bb5b14.jpg,2025-01-06T11:00:00+08:00,35:14,人文历史,本篇为小约翰系列之胡兹。,发现《Magnifique amelie》; 人文历史档案馆; 历史; 人文; 坦克世界; 军事; 战争; 坦克; 人物; 知识; 苏联,7673271,426483,12018,107217,15397,262539,36421,呃呃呃呃; @弎恱柒 你绝对要看完; @mat_t; 入坑的作品！; 通辽宇宙里目前出现的帕维尔都是硬核狠人，这期回顾到最后又看的难受了[大哭]，致敬反法西斯战士，致敬帕维尔胡兹同志; 沙俄皇储康斯坦丁是吧; 看哭了; 他在2005年的评价还真对了; 德军在6天之内，在如此狭小的战场宽度之内损失了80辆？; 火炮打击还能这么用，学到了[doge_金箍],BV1pVrWY2EJK
113728502636516,苏联版“钻石联盟”是什么？【神奇组织25】,https://www.bilibili.com/video/BV14UC4YTExB,http://i0.hdslb.com/bfs/archive/06310efdaf90497b6a562069cb95ffdd2c1c17b6.jpg,2024-12-30T11:00:00+08:00,34:44,人文历史,本篇为神奇组织之钻石联盟。  参考资料： 叶夫根尼·多多科夫2013年出版《加琳娜·勃列日涅娃案：给公主的钻石》 斯摩棱斯克克格勃成立100周年纪念文献《出于荣誉和义务》 列昂尼德·姆莱钦2017年出版《克格勃：解密的命运》 费多尔·拉扎科夫2007年出版《美好时光的生活：1975-1979时间、事件和人物》,人文历史档案馆; 人文; 奇闻; 钻石; 知识; 犯罪; 历史; 组织; 苏联; 世界史; 人文历史档案馆2.0,5892889,280560,8886,50533,7587,142710,24517,豆瓣生活组是否能够后浪推前浪; [doge_金箍]; 当然，我说的是苏联; 这集真的是太幽默了，从头幽默到尾; 本篇为神奇组织之钻石联盟。  参考资料： 叶夫根尼·多多科夫2013年出版《加琳娜·勃列日涅娃案：给公主的钻石》 斯摩棱斯克克格勃成立100周年纪念文献《出于荣誉和义务》 列昂尼德·姆莱钦2017年出版《克格勃：解密的命运》 费多尔·拉扎科夫2007年出版《美好时光的生活：1975-1979时间、事件和人物》 转自简介[doge]; 6：22; 这集真让人感慨万千; 总说比例什么的看来有人不了解，我用一个不考虑比例的例子来解释 假设今日给你分配原矿1000块，今日要求是每块原矿切出3块成品，然后会有碎片和粉尘 不过受限于原矿品质不同以及技术的不稳定 工厂定的指标是保证最低切出2950块成品，最终碎片和成品总重量是2990块的重量 平常平均来说能切出2970，加20块重量碎片 然后，今天，你的手感好，切出来2980块，加10块重量碎片 你用剩下的粉末粘出来5块重量的碎片 那么你上报的时候，就可以上报今天是2975块成品，加上15块重量的碎片 剩下5块重量碎片扔掉，而最终偷出来5块成品; 31:19苏联解体是吧？[笑哭]; 后半段开会的文案有些绷不住的幽默的感觉,BV14UC4YTExB
113600408655433,苏联政府如何逼迫美军越狱？【神奇组织24】,https://www.bilibili.com/video/BV167ioYsEtM,http://i1.hdslb.com/bfs/archive/afc06b7fd52c6e193ffbe90e5e7b61a5bb9c8fe6.jpg,2024-12-06T11:00:00+08:00,40:49,人文历史,本篇为神奇组织之约克机组。  参考资料： 副驾驶罗伯特·埃门斯1949年出版回忆录《克里姆林宫的客人》 奥迪斯·海斯1990年出版《西伯利亚之家：二战中被拘留的美军飞行员的秘密冒险》 卡罗尔·格林斯1988年出版《杜利特突袭》 安德烈·波赫塔列夫2004年《美国飞行员的奥德赛》,发现《Aunt Tagonist》; 人文历史档案馆; 美国; 战争; 奇闻; 苏联; 历史; 人文; 知识; 美军; 世界史; 人文历史档案馆2.0,6942187,324066,10452,65747,17256,185847,42768,我怀疑那个记者是不是罗斯福安排的; 飞机轰炸保密 所以老蒋也不知道美军要轰炸小日本 只知道修机场 1942年白天轰炸飞到中国都夜间了 老蒋又不知道是美军飞机 衢州机场就没有开灯 地面一片黑 美军只能跳伞  这些飞行员都是勇士当时航母的长度还不到轰炸机起飞距离的1/3; 最有趣的就是最后一句话，“我能向你保证的是，我本人，从未下达过那种命令”这句话是很有深意的，既撇清了自己的关系，有明确暗示了背后另有他人，可这件事绝非一般等级的人可以下达的命令，所以其层级一定颇高，结合来看，罗斯福，很有可能是背后的推手和领导人…[辣眼睛]; 咱们为了救杜立特几十个人，搭进去几十万同胞的生命，而杜立特的战友们报答营救杜立特飞行队的中国军民的方式就是八年后把数以万计的炸弹百万计的炮弹扔到中国军民头上，把丹东炸成月球表面; 事背后的阴谋论其实是比较明显的，就是美国在试探苏联但是因为事情比较机密只让机组的组长知道背后的原委，其他人只要听组长的命令就好，到了后期，就算其他人能猜出来，也是木已成舟，试探的目的已经达到了; 感觉这个事件就像一战德国军舰跑到土耳其寻求庇护一样，看上去是海战被追过来了，其实大概率就是德国试探甚至想把土耳其直接拖下水; 在美留学高中生在学历史时看到这里发现美国史里面压根没提这段历史？; 约克的老婆不是阿米莉亚艾尔加特的妹妹…别乱编; 致敬所有打击过法西斯政权的所有人; 我有个疑问为啥不能从白令海峡过去，不就直接到美国阿拉斯加了,BV167ioYsEtM
113565277165765,什么故事能让勋宗都绷不住？【硬核狠人75】,https://www.bilibili.com/video/BV1YnzqYaEsp,http://i0.hdslb.com/bfs/archive/913fc45706b48d819510c7d7ed8ddadd76ef4a4f.jpg,2024-12-02T11:00:00+08:00,40:15,人文历史,本篇为硬核狠人之沃尔科夫。  参考资料： 英国伦敦出版社1987年《弗兰斯·哈尔斯的风格和实质》 荷兰海牙出版社《弗兰斯·哈尔斯的一生和荣誉恢复》 杂志《莫斯科侦探》2019年文章《哈尔斯名画如何被盗》 2006年《圣路加回归的真实故事》 德尔科夫斯基传记《侦探的风格》 德尔可夫斯基传记《立刻做决定》,人文历史档案馆; 苏联; 犯罪; 历史; 人文; 法国; 人物; 知识; 世界史; 狠人; 人文历史档案馆2.0,7067326,307099,8717,54661,9387,147609,30671,它们的艺术品收藏里还不少我们国家的文物; 结尾有刀; 不得不说那个大二美术学生的美术和观察能力真的很厉害; 催更啦[时光代理人英都篇_敌意]; Txdgjui; 大家的评论忽略了一个视角，聘任人员时看的是能力而不是文凭，否则会害死人的：）; 1; HR的认真负责在这起案件中起到了阴差阳错的关键作用; 圣约翰在通辽; 精彩,BV1YnzqYaEsp
113533081623560,俄国人如何在西欧当国王？【硬核狠人74】,https://www.bilibili.com/video/BV1F5B2YeEJ8,http://i0.hdslb.com/bfs/archive/1645a9c209014d10e22d9fbddb0cd980c4dcfa91.jpg,2024-11-25T11:00:00+08:00,36:06,人文历史,本篇为硬核狠人之鲍里斯一世。,人文历史档案馆; 知识; 历史; 人文; 法国; 人物; 世界史; 俄国; 安道尔; 狠人; 人文历史档案馆2.0,5468254,289510,7932,50141,9303,153170,26279,这人实在是太惨了; 7.2万人打分10.0[大哭]太惨了，颠沛流离; 1934年7月12日，一名俄罗斯冒险家（Борис Скосирев）于乌格尔向大众宣布，他拥有安道尔的主权，同时对乌格尔主教宣战，但他在几天之后的7月20日被西班牙当局逮捕，立刻被驱逐出境。 出自百度百科; 黑色幽默的一生; 。。。; 令人唏嘘; 安道尔; 微信上的“安道尔人”比真正的安道尔人口还多; 大姐最后抛弃他了啊; 安道尔王朝，鲍里斯一世国王，力行改革，免除税收，发展贸易，与教会发生冲突，御驾亲征与主教论道，而教会勾结外国军队设下埋伏，鲍里斯一世失势被擒，这场短短数日的维新改革仓促落下帷幕，史称十日王朝。,BV1F5B2YeEJ8
113434666471644,上帝亲孙如何直播政变？【硬核狠人73】,https://www.bilibili.com/video/BV12nDGYyESt,http://i1.hdslb.com/bfs/archive/793e532530876778ef650fee515f7f8f23a0cf74.jpg,2024-11-07T11:00:00+08:00,42:26,人文历史,本篇为硬核狠人之克里斯蒂安·马兰加。,人文历史档案馆; 硬核; 历史; 战争; 知识; 人文; 淘宝真香; 世界史; 刚果; 政变; 人文历史档案馆2.0,7969043,321750,8691,55328,10244,143221,35735,好像都当可汗语速激素变慢时就赶紧跳进度条，原因老粉懂得; 出门在外 身份是自己给的; 别人都显怀了你还没释怀; 直播政变这么小众的赛道，还是让李在明闯进去了; 物背景：肯尼斯・马兰加原本是津巴布韦一个默默无闻的人，他声称自己得到了上帝的启示，认定自己是 “救世主之子”，按辈分算算是耶稣的儿子，上帝则是他的 “god grandfather”，即 “上帝亲孙”。  政变起因：马兰加组建了一个名为 “神的军队” 的组织，宣称要推翻津巴布韦政府，建立一个 “神的国度”。他认为自己受上帝指引，有责任拯救津巴布韦人民于 “水火之中”，于是决定发动政变。  直播政变过程：马兰加带领着他的追随者，手持一些简陋的武器，向津巴布韦的一些政府机构和军事设施发动进攻。与众不同的是，他还为这次政变配备了直播解说员，试图通过直播的方式向全世界展示他的 “正义行动”，让更多人看到他是如何 “推翻邪恶政府”，建立 “神之国度” 的。他在直播中指挥追随者行动，还要求务必抓到津巴布韦当时的领导人出镜，以显示其 “政变成果”。  政变结果：然而，马兰加的 “神的军队” 实力太过弱小，装备简陋且缺乏训练，面对津巴布韦正规的政府军队和安保力量，很快就被镇压。这场所谓的政变以失败告终，马兰加本人也被逮捕，他的 “直播政变” 闹剧就此收场。; 30：18; 0000; 000; 0000; 感觉他执行力很强，但是没有谋士。自己没文化倒不要紧，刘邦啥的也都没啥文化，主要是你手底下得有有文化的帮你计划啊。,BV12nDGYyESt
113390005590433,喝可乐可以送战斗机吗？【硬核狠人72】,https://www.bilibili.com/video/BV1mzStY9E3q,http://i1.hdslb.com/bfs/archive/f195b54e75e5da05a03e271ffa01bb80648621b5.jpg,2024-10-31T11:00:00+08:00,35:52,人文历史,本篇为硬核狠人之约翰·伦纳德。,人文历史档案馆; 奇闻; 奇葩; 营销; 美国; 历史; 知识; 人文; 百事可乐; 狠人; 人文历史档案馆2.0,5941679,326436,10775,65009,16356,172014,35422,现在更讨厌洁厕灵了[笑哭]; 妈的笑死; 民法典“戏谑行为”; 你才不理智; 你才奇; 你才姓秋和高; 明明是拿你不当人; 明明是拿你不当人; 你才做的非常有趣; 你才宕机了,BV1mzStY9E3q
113362222454166,押运多少黄金需要总统安排？【小约翰】,https://www.bilibili.com/video/BV1boyzYVEge,http://i2.hdslb.com/bfs/archive/d38f05c327d96f1601a528ff712899f25fbd2fee.jpg,2024-10-25T11:00:00+08:00,31:39,人文历史,本篇为小约翰系列之诺克斯堡。,黄金·全球性资产; 美国; 犯罪; 人文; 货币; 历史; 知识; 世界史; 黄金; 诺克斯堡,5525497,279276,7330,47564,8109,128017,27488,感觉小约翰没活了可以开始转而科普辐射的世界观（冷战从未停止）[星星眼] 目前b站没有详细科普辐射的视频啊，如果小约翰能保持风格记叙辐射的时间线、狠人、金融等要素很可以的！ （换老滚其实也可以：架空世界、众神的撕逼日常、不同文化数不清的狠人）; 再安全，能防的住这四只企鹅吗？[doge]; 大萧条时期不仅美国，大部分国家（除了法国和其他一些小国）都像美国一样，废除金本位并禁止黄金出口; 说委员长当年运了几千吨黄金去台湾[笑哭]; 8.1 10万购金; 不知道里面黄金还剩多少？火烧粮仓都不好烧啊; 美国当时的黑帮敢抢国家压仓底的资产？？？[tv_doge]; 这背景是什么电视; 要是用核弹炸这个金库会怎么样; 黄金确实重要，人造黄金本钱不低也量产不了，动摇不了黄金的地位，并且黄金可以运用到很多地方，甚至不少方面没有可以替代黄金的东西，这种金属如果真有外星人那也是会认的，了解一下黄金是怎样形成就知道,BV1boyzYVEge
